"LAEstab","Schoolname","Netcapacity..1.","Postcode","Easting","Northing","Local.Authority.Code","Local.Authority.Name","Ward.Code","Ward.Name"
3553037,"St Paul's CofE Primary School",210,"M28 3NZ",374052,403325,"E08000006","Salford","E05000774","Walkden North"
3553039,"St Andrew's Methodist Primary School",210,"M28 0ZA",372828,403312,"E08000006","Salford","E05000769","Little Hulton"
3553040,"Irlam Endowed Primary School",210,"M44 6EE",372213,394741,"E08000006","Salford","E05000765","Irlam"
3553041,"Wardley CofE Primary School",210,"M27 9XB",376945,402834,"E08000006","Salford","E05000772","Swinton North"
3553042,"St Paul's Peel CofE Primary School",280,"M38 9RB",371768,404113,"E08000006","Salford","E05000769","Little Hulton"
3553043,"Boothstown Methodist Primary School",210,"M28 1DG",371960,400924,"E08000006","Salford","E05000760","Boothstown and Ellenbrook"
3553302,"St Paul's CofE Primary School",210,"M5 4AL",381513,398346,"E08000006","Salford","E05000768","Langworthy"
3553317,"St Philip's CofE Primary School",210,"M3 5LF",382593,398462,"E08000006","Salford","E05000770","Ordsall"
3553504,"St Paul's CofE Primary School",210,"M28 3HP",374620,402957,"E08000006","Salford","E05000775","Walkden South"
3553506,"Godfrey Ermen Memorial CofE Primary School",315,"M30 7BJ",376195,397870,"E08000006","Salford","E05000759","Barton"
3553510,"St Augustine's CofE Primary School",210,"M27 8UX",378821,401666,"E08000006","Salford","E05000771","Pendlebury"
3553511,"St Peter's CofE Primary School",210,"M27 0WA",377389,401750,"E08000006","Salford","E05000772","Swinton North"
3553512,"St Mark's CofE Primary School",420,"M28 2WF",374555,400964,"E08000006","Salford","E05000778","Worsley"
3553513,"Christ The King RC Primary School",210,"M28 3DW",374191,402781,"E08000006","Salford","E05000775","Walkden South"
3553514,"St Teresa's RC Primary School",210,"M44 5ZA",371514,393454,"E08000006","Salford","E05000762","Cadishead"
3553515,"Holy Cross and All Saints RC Primary School",210,"M30 0JA",376651,397823,"E08000006","Salford","E05000759","Barton"
3553516,"St Mary's RC Primary School",210,"M30 0FJ",377415,398461,"E08000006","Salford","E05000759","Barton"
3553518,"St Gilbert's RC Primary School",210,"M30 8LZ",375651,398754,"E08000006","Salford","E05000777","Winton"
3553519,"St Charles' RC Primary School",210,"M27 9PD",376691,401784,"E08000006","Salford","E05000772","Swinton North"
3553520,"St Mark's RC Primary School",210,"M27 8QE",378289,402676,"E08000006","Salford","E05000771","Pendlebury"
3553521,"St Mary's RC Primary School",210,"M27 4AS",378090,401664,"E08000006","Salford","E05000773","Swinton South"
3553525,"St Joseph the Worker RC Primary School",210,"M44 6GX",372382,395311,"E08000006","Salford","E05000765","Irlam"
3553602,"St Boniface RC Primary School",210,"M7 2HL",382407,400600,"E08000006","Salford","E05000761","Broughton"
3553609,"St Sebastian's RC Primary School",210,"M6 6ET",381394,400245,"E08000006","Salford","E05000766","Irwell Riverside"
3553612,"The Cathedral School of St Peter and St John RC Primary",210,"M3 6LU",382855,398967,"E08000006","Salford","E05000766","Irwell Riverside"
3553615,"St Joseph's RC Primary School",154,"M5 3JP",381578,397788,"E08000006","Salford","E05000770","Ordsall"
3553618,"St Luke's RC Primary School",420,"M6 7WR",379335,400542,"E08000006","Salford","E05000763","Claremont"
3553622,"St Philip's RC Primary School",315,"M7 4WP",382368,402274,"E08000006","Salford","E05000767","Kersal"
3553625,"St Thomas of Canterbury Primary School",420,"M7 4XG",383431,400986,"E08000006","Salford","E05000761","Broughton"
3553802,"Broughton Jewish Cassel Fox Primary School",350,"M7 4RT",382877,401642,"E08000006","Salford","E05000767","Kersal"
3553803,"Primrose Hill Primary School and Children's Centre",330,"M5 3PJ",381726,397783,"E08000006","Salford","E05000770","Ordsall"
3553806,"St Edmunds RC Primary School",315,"M38 0WH",372889,403478,"E08000006","Salford","E05000774","Walkden North"
3562000,"Adswood Primary School",303,"SK3 8PQ",389064,388220,"E08000007","Stockport","E05000787","Davenport and Cale Green"
3562005,"Banks Lane Infant School",270,"SK1 4PR",390655,389457,"E08000007","Stockport","E05000793","Manor"
3562006,"Banks Lane Junior School",360,"SK1 4PR",390655,389457,"E08000007","Stockport","E05000793","Manor"
3562007,"Bolshaw Primary School",210,"SK8 3LW",384944,385138,"E08000007","Stockport","E05000790","Heald Green"
3562012,"Bridge Hall Primary School",175,"SK3 8NR",388626,388616,"E08000007","Stockport","E05000787","Davenport and Cale Green"
3562015,"Broadstone Hall Primary School",525,"SK4 5JD",389020,392677,"E08000007","Stockport","E05000798","Reddish South"
3562017,"Brookside Primary School",210,"SK6 8DB",395553,384880,"E08000007","Stockport","E05000795","Marple South"
3562021,"Cheadle Primary School",280,"SK8 1BB",385931,388602,"E08000007","Stockport","E05000784","Cheadle and Gatley"
3562027,"Dial Park Primary School",315,"SK2 5LB",392254,388621,"E08000007","Stockport","E05000796","Offerton"
3562030,"Etchells Primary School",420,"SK8 3DL",385526,386065,"E08000007","Stockport","E05000790","Heald Green"
3562032,"Fairway Primary School",210,"SK2 5DR",391982,389282,"E08000007","Stockport","E05000796","Offerton"
3562035,"Gatley Primary School",420,"SK8 4NB",384308,388195,"E08000007","Stockport","E05000784","Cheadle and Gatley"
3562037,"Great Moor Infant School",234,"SK2 7DG",390898,387938,"E08000007","Stockport","E05000799","Stepping Hill"
3562038,"Great Moor Junior School",312,"SK2 7DG",390898,387938,"E08000007","Stockport","E05000799","Stepping Hill"
3562039,"Greave Primary School",210,"SK6 1HR",394478,392072,"E08000007","Stockport","E05000781","Bredbury and Woodley"
3562044,"High Lane Primary School",210,"SK6 8JQ",395439,385608,"E08000007","Stockport","E05000795","Marple South"
3562046,"Hursthead Infant School",270,"SK8 7PZ",388033,385019,"E08000007","Stockport","E05000780","Bramhall South and Woodford"
3562047,"Hursthead Junior School",360,"SK8 7PZ",388033,385019,"E08000007","Stockport","E05000780","Bramhall South and Woodford"
3562048,"Ladybridge Primary School",210,"SK8 2JF",387419,388054,"E08000007","Stockport","E05000785","Cheadle Hulme North"
3562049,"Ladybrook Primary School",210,"SK7 2LT",390052,385363,"E08000007","Stockport","E05000779","Bramhall North"
3562052,"Lark Hill Primary School",210,"SK3 9PH",388274,389782,"E08000007","Stockport","E05000788","Edgeley and Cheadle Heath"
3562053,"Ludworth Primary School",315,"SK6 5DU",396547,389533,"E08000007","Stockport","E05000794","Marple North"
3562057,"Mellor Primary School",180,"SK6 5PL",397657,388626,"E08000007","Stockport","E05000794","Marple North"
3562058,"Mersey Vale Primary School",210,"SK4 2BZ",387364,390259,"E08000007","Stockport","E05000792","Heatons South"
3562063,"Nevill Road Infant School",270,"SK7 3ET",389236,386841,"E08000007","Stockport","E05000779","Bramhall North"
3562064,"Nevill Road Junior School",360,"SK7 3ET",389236,386841,"E08000007","Stockport","E05000779","Bramhall North"
3562066,"Norbury Hall Primary School",420,"SK7 6LE",392062,386260,"E08000007","Stockport","E05000789","Hazel Grove"
3562067,"Norris Bank Primary School",420,"SK4 2NF",388115,391041,"E08000007","Stockport","E05000792","Heatons South"
3562073,"Orrishmere Primary School",210,"SK8 5NW",387257,387536,"E08000007","Stockport","E05000785","Cheadle Hulme North"
3562079,"Prospect Vale Primary School",210,"SK8 3RJ",384697,386336,"E08000007","Stockport","E05000790","Heald Green"
3562080,"Queensgate Primary School",210,"SK7 1NE",389493,383810,"E08000007","Stockport","E05000780","Bramhall South and Woodford"
3562081,"Queen's Road Primary School",240,"SK8 5NA",387238,387256,"E08000007","Stockport","E05000785","Cheadle Hulme North"
3562082,"Abingdon Primary School",270,"SK5 7ET",389784,393016,"E08000007","Stockport","E05000798","Reddish South"
3562083,"Romiley Primary School",414,"SK6 4NE",394455,390990,"E08000007","Stockport","E05000782","Bredbury Green and Romiley"
3562084,"Rose Hill Primary School",525,"SK6 6DW",395141,388922,"E08000007","Stockport","E05000794","Marple North"
3562087,"Thorn Grove Primary School",210,"SK8 7LD",387423,385094,"E08000007","Stockport","E05000786","Cheadle Hulme South"
3562088,"Tithe Barn Primary School",210,"SK4 3NG",387099,391470,"E08000007","Stockport","E05000791","Heatons North"
3562089,"Torkington Primary School",210,"SK7 6NR",393229,386982,"E08000007","Stockport","E05000789","Hazel Grove"
3562090,"Vernon Park Primary School",304,"SK1 2NF",390271,390534,"E08000007","Stockport","E05000783","Brinnington and Central"
3562091,"Warren Wood Primary School",322,"SK2 5XU",393106,388358,"E08000007","Stockport","E05000796","Offerton"
3562092,"Whitehill Primary School",210,"SK4 1PB",389051,391901,"E08000007","Stockport","E05000798","Reddish South"
3562103,"Pownall Green Primary School",420,"SK7 2EB",389327,385203,"E08000007","Stockport","E05000779","Bramhall North"
3562104,"Moss Hey Primary School",210,"SK7 1DS",388339,384267,"E08000007","Stockport","E05000780","Bramhall South and Woodford"
3562105,"Cale Green Primary School",230,"SK3 8JG",389544,388993,"E08000007","Stockport","E05000783","Brinnington and Central"
3562107,"Lum Head Primary School",315,"SK8 4RR",384656,387369,"E08000007","Stockport","E05000784","Cheadle and Gatley"
3562108,"Outwood Primary School",210,"SK8 3ND",385524,385051,"E08000007","Stockport","E05000790","Heald Green"
3562109,"Bredbury Green Primary School",315,"SK6 3DG",392889,390435,"E08000007","Stockport","E05000782","Bredbury Green and Romiley"
3562111,"Lane End Primary School",210,"SK8 7AL",388000,386426,"E08000007","Stockport","E05000786","Cheadle Hulme South"
3562112,"Didsbury Road Primary School",450,"SK4 3HB",386796,390781,"E08000007","Stockport","E05000792","Heatons South"
3562113,"Hazel Grove Primary School",418,"SK7 4JH",392166,387250,"E08000007","Stockport","E05000789","Hazel Grove"
3562114,"Arden Primary School",419,"SK6 2EX",392015,391102,"E08000007","Stockport","E05000781","Bredbury and Woodley"
3562116,"Bradshaw Hall Primary School",420,"SK8 6AN",386397,386183,"E08000007","Stockport","E05000786","Cheadle Hulme South"
3562119,"Westmorland Primary School",525,"SK5 8HH",391010,392677,"E08000007","Stockport","E05000783","Brinnington and Central"
3562120,"Cheadle Heath Primary School",420,"SK3 0RJ",387354,389310,"E08000007","Stockport","E05000788","Edgeley and Cheadle Heath"
3562284,"Alexandra Park Primary School",420,"SK3 9RF",388356,389188,"E08000007","Stockport","E05000788","Edgeley and Cheadle Heath"
3563000,"All Saints Church of England Primary School Marple",210,"SK6 7BQ",396120,388306,"E08000007","Stockport","E05000795","Marple South"
3563001,"All Saints Church of England Primary School Stockport",210,"SK4 1ND",388903,391296,"E08000007","Stockport","E05000798","Reddish South"
3563002,"St Mark's Church of England Primary School",315,"SK6 1BX",393097,391847,"E08000007","Stockport","E05000781","Bredbury and Woodley"
3563005,"St John's Church of England Primary School",210,"SK4 3DG",386493,390825,"E08000007","Stockport","E05000792","Heatons South"
3563006,"St Mary's Church of England Primary School",207,"SK5 7DR",389933,392593,"E08000007","Stockport","E05000798","Reddish South"
3563008,"St Paul's Church of England Primary School Brinnington",420,"SK5 8AA",390715,391647,"E08000007","Stockport","E05000783","Brinnington and Central"
3563009,"St Thomas' Church of England Primary School Stockport",210,"SK1 3PJ",389859,389689,"E08000007","Stockport","E05000783","Brinnington and Central"
3563010,"St Elisabeth's Church of England Primary School",210,"SK5 6BL",389238,393605,"E08000007","Stockport","E05000797","Reddish North"
3563500,"Cheadle Catholic Infant School",270,"SK8 6DB",386335,386616,"E08000007","Stockport","E05000786","Cheadle Hulme South"
3563501,"Cheadle Catholic Junior School",359,"SK8 6DB",386335,386616,"E08000007","Stockport","E05000786","Cheadle Hulme South"
3563505,"North Cheshire Jewish Primary School",300,"SK8 4RZ",384952,386747,"E08000007","Stockport","E05000790","Heald Green"
3563506,"Our Lady's Catholic Primary School",210,"SK3 9HX",389214,389596,"E08000007","Stockport","E05000788","Edgeley and Cheadle Heath"
3563507,"St Ambrose Catholic Primary School",209,"SK3 8LQ",389122,388376,"E08000007","Stockport","E05000787","Davenport and Cale Green"
3563509,"St Bernadette's Catholic Primary School",210,"SK5 8AR",390804,391941,"E08000007","Stockport","E05000783","Brinnington and Central"
3563510,"St Christopher's Catholic Primary School",210,"SK6 3AX",393244,390935,"E08000007","Stockport","E05000782","Bredbury Green and Romiley"
3563515,"St Joseph's Stockport Catholic Primary School",164,"SK1 1EF",389623,390335,"E08000007","Stockport","E05000783","Brinnington and Central"
3563516,"St Mary's Catholic Primary School Marple Bridge",210,"SK6 5BR",396680,389568,"E08000007","Stockport","E05000794","Marple North"
3563517,"St Mary's Roman Catholic Primary School Stockport",139,"SK4 1RF",389465,390847,"E08000007","Stockport","E05000783","Brinnington and Central"
3563518,"St Peter's Catholic Primary School",238,"SK7 5PL",391634,386368,"E08000007","Stockport","E05000799","Stepping Hill"
3563519,"St Philip's Catholic Primary School",210,"SK2 5LB",392254,388621,"E08000007","Stockport","E05000796","Offerton"
3563520,"St Simon's Catholic Primary School",207,"SK7 4LH",392502,387324,"E08000007","Stockport","E05000789","Hazel Grove"
3563521,"St Thomas' Church of England Primary School Heaton Chapel",315,"SK4 4QG",388226,392473,"E08000007","Stockport","E05000791","Heatons North"
3563522,"St Winifred's Roman Catholic Primary School, Stockport",420,"SK4 3JH",387171,390757,"E08000007","Stockport","E05000792","Heatons South"
3563524,"St George's Church of England Primary School",420,"SK2 6NX",389987,388884,"E08000007","Stockport","E05000787","Davenport and Cale Green"
3563525,"Woodley Primary School",412,"SK6 1LH",393944,392301,"E08000007","Stockport","E05000781","Bredbury and Woodley"
3563526,"Moorfield Primary School",430,"SK7 5HP",391224,386263,"E08000007","Stockport","E05000799","Stepping Hill"
3563528,"Meadowbank Primary School",420,"SK8 2LE",386701,388378,"E08000007","Stockport","E05000785","Cheadle Hulme North"
3563529,"Vale View Primary School",525,"SK5 6TP",390014,394179,"E08000007","Stockport","E05000797","Reddish North"
3563530,"St. Joseph's Catholic Primary School, Reddish",490,"SK5 6BG",389352,393532,"E08000007","Stockport","E05000797","Reddish North"
3572000,"Silver Springs Primary Academy",420,"SK15 1EA",396069,399541,"E08000008","Tameside","E05000817","Stalybridge North"
3572001,"Greenfield Primary School and Early Years Centre",315,"SK14 1QD",395163,394502,"E08000008","Tameside","E05000811","Hyde Godley"
3572004,"Hollingworth Primary School",210,"SK14 8LP",400390,396132,"E08000008","Tameside","E05000814","Longdendale"
3572005,"Oakfield Primary and Moderate Learning Difficulties Resource Base",208,"SK14 4EZ",395489,396408,"E08000008","Tameside","E05000812","Hyde Newton"
3572006,"Pinfold Primary School",420,"SK14 3NL",398148,394479,"E08000008","Tameside","E05000811","Hyde Godley"
3572008,"Flowery Field Primary School",630,"SK14 4SN",394790,395959,"E08000008","Tameside","E05000812","Hyde Newton"
3572011,"Arundale Primary School",210,"SK14 6PW",398676,395198,"E08000008","Tameside","E05000814","Longdendale"
3572018,"Gorse Hall Primary and Nursery School",420,"SK15 2DP",396285,398022,"E08000008","Tameside","E05000810","Dukinfield Stalybridge"
3572019,"Stalyhill Junior School",240,"SK15 2TD",397866,397464,"E08000008","Tameside","E05000818","Stalybridge South"
3572020,"Arlies Primary School",315,"SK15 1HQ",396262,399957,"E08000008","Tameside","E05000817","Stalybridge North"
3572021,"Buckton Vale Primary School",315,"SK15 3NU",398703,401201,"E08000008","Tameside","E05000817","Stalybridge North"
3572024,"Lyndhurst Community Primary School",231,"SK16 4JS",393983,398334,"E08000008","Tameside","E05000809","Dukinfield"
3572025,"Broadbent Fold Primary School and Nursery",210,"SK16 5DP",396404,397177,"E08000008","Tameside","E05000810","Dukinfield Stalybridge"
3572026,"Wild Bank Community School",210,"SK15 2PG",397330,398387,"E08000008","Tameside","E05000818","Stalybridge South"
3572027,"Millbrook Primary School",210,"SK15 3JX",398276,400391,"E08000008","Tameside","E05000817","Stalybridge North"
3572032,"Bradley Green Community Primary School",210,"SK14 4NA",395831,396577,"E08000008","Tameside","E05000812","Hyde Newton"
3572033,"Dowson Primary School",420,"SK14 5HU",395108,393831,"E08000008","Tameside","E05000813","Hyde Werneth"
3572034,"Godley Community Primary School",240,"SK14 2QB",395712,395196,"E08000008","Tameside","E05000811","Hyde Godley"
3572037,"The Heys Primary School",240,"OL6 9NS",394430,399358,"E08000008","Tameside","E05000801","Ashton St Michael's"
3572038,"Ashton West End Primary School",330,"OL7 0BJ",392712,398629,"E08000008","Tameside","E05000816","St Peter's"
3572039,"Audenshaw Primary School",209,"M34 5NG",391671,397281,"E08000008","Tameside","E05000803","Audenshaw"
3572040,"Poplar Street Primary School",420,"M34 5EF",392470,396878,"E08000008","Tameside","E05000803","Audenshaw"
3572042,"Russell Scott Primary School",420,"M34 3LQ",392341,395971,"E08000008","Tameside","E05000804","Denton North East"
3572045,"Fairfield Road Primary School",420,"M43 6AF",389934,397786,"E08000008","Tameside","E05000807","Droylsden East"
3572046,"Manchester Road Primary School",413,"M43 6GD",389511,398211,"E08000008","Tameside","E05000808","Droylsden West"
3572049,"Moorside Primary School",420,"M43 7DA",390671,398506,"E08000008","Tameside","E05000807","Droylsden East"
3572051,"Livingstone Primary School",140,"OL5 0AP",397167,401987,"E08000008","Tameside","E05000815","Mossley"
3572053,"Waterloo Primary School",404,"OL7 9NA",393116,400287,"E08000008","Tameside","E05000802","Ashton Waterloo"
3572055,"Aldwyn Primary School",315,"M34 5SF",391993,396476,"E08000008","Tameside","E05000803","Audenshaw"
3572056,"St Anne's Primary School",206,"M34 3DY",393303,395825,"E08000008","Tameside","E05000804","Denton North East"
3572058,"Corrie Primary School",420,"M34 6FG",392659,394271,"E08000008","Tameside","E05000805","Denton South"
3572061,"Denton West End Primary School",420,"M34 2JX",390294,395439,"E08000008","Tameside","E05000806","Denton West"
3572063,"Holden Clough Community Primary School",240,"OL6 8XN",394558,401311,"E08000008","Tameside","E05000800","Ashton Hurst"
3572064,"Dane Bank Primary School",210,"SK5 6QG",390153,394640,"E08000007","Stockport","E05000797","Reddish North"
3572066,"Greenside Primary School and Children's Centre",419,"M43 7RA",389930,398870,"E08000008","Tameside","E05000808","Droylsden West"
3572068,"Greswell Primary School and Nursery",420,"M34 2DH",392177,394714,"E08000008","Tameside","E05000806","Denton West"
3572069,"Manor Green Primary and Nursery School",420,"M34 7NS",393065,393828,"E08000008","Tameside","E05000805","Denton South"
3572073,"Stalyhill Infant School",180,"SK15 2TR",398204,397121,"E08000008","Tameside","E05000818","Stalybridge South"
3572077,"Yew Tree Community Primary School and Acorn Nursery",500,"SK16 5BJ",395300,397029,"E08000008","Tameside","E05000810","Dukinfield Stalybridge"
3572078,"Broadoak Primary School",315,"OL6 8QG",394108,400479,"E08000008","Tameside","E05000800","Ashton Hurst"
3572079,"Leigh Primary School",315,"SK14 5PL",395500,394711,"E08000008","Tameside","E05000811","Hyde Godley"
3572080,"Rosehill Methodist Community Primary School",491,"OL6 8YG",395592,400404,"E08000008","Tameside","E05000800","Ashton Hurst"
3572081,"Ravensfield Primary School",420,"SK16 4JG",393890,397697,"E08000008","Tameside","E05000809","Dukinfield"
3573000,"Gee Cross Holy Trinity CofE  (VC) Primary School",210,"SK14 5LX",395800,393655,"E08000008","Tameside","E05000813","Hyde Werneth"
3573001,"Broadbottom Church of England Primary School",140,"SK14 6BB",398957,393839,"E08000008","Tameside","E05000814","Longdendale"
3573003,"St John's CofE Primary School, Dukinfield",240,"SK16 5JA",395279,397630,"E08000008","Tameside","E05000810","Dukinfield Stalybridge"
3573019,"Hurst Knoll St James' Church of England Primary School",192,"OL6 8JS",394392,399913,"E08000008","Tameside","E05000800","Ashton Hurst"
3573020,"Parochial CofE Primary and Nursery School, Ashton-under-Lyne",210,"OL6 6NN",394533,399061,"E08000008","Tameside","E05000801","Ashton St Michael's"
3573022,"St James CofE Primary School, Ashton-under-Lyne",210,"OL6 9HU",394270,399454,"E08000008","Tameside","E05000801","Ashton St Michael's"
3573025,"St Paul's CofE Primary School, Stalybridge",315,"SK15 2PT",397026,398693,"E08000008","Tameside","E05000818","Stalybridge South"
3573026,"Milton St John's CofE Primary School",210,"OL5 0BN",397358,402681,"E08000008","Tameside","E05000815","Mossley"
3573027,"Micklehurst All Saints CofE Primary School",210,"OL5 9DR",397996,402165,"E08000008","Tameside","E05000815","Mossley"
3573301,"St George's CofE Primary School",210,"SK14 1JL",394931,394535,"E08000008","Tameside","E05000813","Hyde Werneth"
3573303,"Mottram CofE Primary School",140,"SK14 6JL",399408,395213,"E08000008","Tameside","E05000814","Longdendale"
3573304,"St Paul's Catholic Primary School",240,"SK14 4AG",395599,395687,"E08000008","Tameside","E05000812","Hyde Newton"
3573305,"St James Catholic Primary School",170,"SK14 3DQ",397955,394897,"E08000008","Tameside","E05000811","Hyde Godley"
3573308,"St Mary's Catholic Primary School",210,"SK16 5LB",395018,396834,"E08000008","Tameside","E05000809","Dukinfield"
3573309,"St Peter's Catholic Primary School",210,"SK15 2HB",396491,397958,"E08000008","Tameside","E05000810","Dukinfield Stalybridge"
3573310,"St Raphael's Catholic Primary School",210,"SK15 3JL",398087,399939,"E08000008","Tameside","E05000817","Stalybridge North"
3573311,"Canon Johnson CofE Primary School",210,"OL7 9DD",393512,399731,"E08000008","Tameside","E05000802","Ashton Waterloo"
3573312,"Holy Trinity CofE Primary School",210,"OL6 7DU",393193,399194,"E08000008","Tameside","E05000816","St Peter's"
3573313,"St Peter's CofE Primary School",210,"OL7 0NB",392818,397797,"E08000008","Tameside","E05000816","St Peter's"
3573314,"St Stephen's CofE Primary School",210,"M34 5HD",392375,397654,"E08000008","Tameside","E05000803","Audenshaw"
3573316,"St Mary's CofE Primary School",210,"M43 7BR",390532,398173,"E08000008","Tameside","E05000807","Droylsden East"
3573317,"St George's CofE Primary School",150,"OL5 0HT",396858,402263,"E08000008","Tameside","E05000815","Mossley"
3573319,"Canon Burrows CofE Primary School",420,"OL7 9ND",393145,400478,"E08000008","Tameside","E05000802","Ashton Waterloo"
3573322,"St Mary's RC Primary School",210,"M34 2AR",392560,395102,"E08000008","Tameside","E05000804","Denton North East"
3573323,"St Stephen's RC Primary School",420,"M43 7NA",390212,398681,"E08000008","Tameside","E05000808","Droylsden West"
3573324,"St Joseph's RC Primary School",155,"OL5 0ES",397081,402201,"E08000008","Tameside","E05000815","Mossley"
3573325,"St John Fisher RC Primary School, Denton",210,"M34 7SW",393755,394035,"E08000008","Tameside","E05000805","Denton South"
3573326,"St Christopher's RC Primary School",203,"OL6 9DP",395055,400826,"E08000008","Tameside","E05000800","Ashton Hurst"
3573327,"St Anne's RC Primary School",205,"M34 5QA",390372,397293,"E08000008","Tameside","E05000803","Audenshaw"
3573331,"Our Lady of Mount Carmel RC Primary School, Ashton-under-Lyne",210,"OL6 9JJ",394513,399574,"E08000008","Tameside","E05000801","Ashton St Michael's"
3582000,"Navigation Primary School",420,"WA14 1NG",376949,388777,"E08000009","Trafford","E05000819","Altrincham"
3582001,"Forest Gate Academy",243,"M31 4PN",370800,391222,"E08000009","Trafford","E05000824","Bucklow-St Martins"
3582002,"Oldfield Brow Primary School",262,"WA14 4LE",374974,388393,"E08000009","Trafford","E05000819","Altrincham"
3582003,"Stamford Park Junior School",227,"WA15 9JB",377448,387353,"E08000009","Trafford","E05000831","Hale Central"
3582004,"Stamford Park Infant School",191,"WA15 9JB",377448,387353,"E08000009","Trafford","E05000831","Hale Central"
3582005,"Park Road Academy Primary School",210,"WA14 5AP",377488,389972,"E08000009","Trafford","E05000822","Broadheath"
3582006,"Heyes Lane Primary School",626,"WA15 6BZ",378461,389965,"E08000009","Trafford","E05000837","Timperley"
3582007,"Broadheath Primary School",420,"WA14 5JQ",376186,389731,"E08000009","Trafford","E05000822","Broadheath"
3582008,"Broomwood Primary School",411,"WA15 7JU",379589,388339,"E08000009","Trafford","E05000839","Village"
3582009,"Elmridge Primary School",210,"WA15 0JF",379366,385651,"E08000009","Trafford","E05000830","Hale Barns"
3582011,"Well Green Primary School",210,"WA15 8QA",379058,386703,"E08000009","Trafford","E05000830","Hale Barns"
3582012,"Willows Primary School",240,"WA15 6PP",378123,388870,"E08000009","Trafford","E05000837","Timperley"
3582013,"Cloverlea Primary School",210,"WA15 7NQ",378732,388107,"E08000009","Trafford","E05000830","Hale Barns"
3582014,"Bollin Primary School",420,"WA14 3AH",375776,386407,"E08000009","Trafford","E05000821","Bowdon"
3582015,"Acre Hall Primary School",305,"M41 6NA",373984,394682,"E08000009","Trafford","E05000828","Flixton"
3582018,"Park Road Primary School",312,"M33 6HT",378252,392659,"E08000009","Trafford","E05000820","Ashton upon Mersey"
3582019,"Springfield Primary School",630,"M33 7XS",378737,391955,"E08000009","Trafford","E05000833","Priory"
3582021,"Woodheys Primary School",415,"M33 4PG",377126,390837,"E08000009","Trafford","E05000834","St Mary's"
3582022,"Worthington Primary School",300,"M33 2JJ",380482,391577,"E08000009","Trafford","E05000835","Sale Moor"
3582023,"Brooklands Primary School",412,"M33 3SY",378386,390785,"E08000009","Trafford","E05000823","Brooklands"
3582024,"Lime Tree Primary School",420,"M33 2RP",380301,391034,"E08000009","Trafford","E05000835","Sale Moor"
3582025,"Firs Primary School",315,"M33 5EL",376687,391840,"E08000009","Trafford","E05000834","St Mary's"
3582026,"Wellfield Junior School",240,"M33 5QX",377545,392699,"E08000009","Trafford","E05000820","Ashton upon Mersey"
3582028,"Partington Primary School",420,"M31 4FL",371773,391303,"E08000009","Trafford","E05000824","Bucklow-St Martins"
3582033,"Moorlands Junior School",240,"M33 2LP",380024,392093,"E08000009","Trafford","E05000833","Priory"
3582037,"Templemoor Infant and Nursery School",180,"M33 2EG",379983,391810,"E08000009","Trafford","E05000835","Sale Moor"
3582039,"Wellfield Infant and Nursery School",189,"M33 5QG",377348,392888,"E08000009","Trafford","E05000820","Ashton upon Mersey"
3582040,"Urmston Junior School",240,"M41 5AJ",376193,394786,"E08000009","Trafford","E05000838","Urmston"
3582041,"Urmston Infant School",206,"M41 5AH",376240,394790,"E08000009","Trafford","E05000838","Urmston"
3582042,"Davyhulme Primary School",481,"M41 0RX",376779,395303,"E08000009","Trafford","E05000826","Davyhulme East"
3582044,"Flixton Junior School",224,"M41 5QL",374971,394783,"E08000009","Trafford","E05000828","Flixton"
3582045,"Flixton Infant School",168,"M41 5SA",374925,395069,"E08000009","Trafford","E05000828","Flixton"
3582046,"Barton Clough Primary School",210,"M32 9TG",377871,395612,"E08000009","Trafford","E05000829","Gorse Hill"
3582047,"Gorse Hill Primary School",350,"M32 0PF",380242,395467,"E08000009","Trafford","E05000829","Gorse Hill"
3582049,"King's Road Primary School",630,"M16 0GR",381403,395286,"E08000009","Trafford","E05000832","Longford"
3582050,"Moss Park Junior School",233,"M32 9HR",378661,394645,"E08000009","Trafford","E05000836","Stretford"
3582051,"Moss Park Infant School",172,"M32 9HR",378661,394645,"E08000009","Trafford","E05000836","Stretford"
3582052,"Seymour Park Community Primary School",560,"M16 9QE",382026,395840,"E08000009","Trafford","E05000832","Longford"
3582056,"Victoria Park Junior School",199,"M32 0XZ",379893,394927,"E08000009","Trafford","E05000836","Stretford"
3582057,"Victoria Park Infant School",169,"M32 8BU",379569,394759,"E08000009","Trafford","E05000836","Stretford"
3582058,"Highfield Primary School",280,"M41 9PA",377635,394721,"E08000009","Trafford","E05000838","Urmston"
3582061,"Woodhouse Primary School",210,"M41 7WW",375540,395662,"E08000009","Trafford","E05000827","Davyhulme West"
3582063,"Kingsway Primary School",209,"M41 0SP",377434,395731,"E08000009","Trafford","E05000826","Davyhulme East"
3582071,"Tyntesfield Primary School",420,"M33 4HE",377068,390508,"E08000009","Trafford","E05000822","Broadheath"
3582076,"Old Trafford Community Academy",405,"M15 4FL",382495,396518,"E08000009","Trafford","E05000825","Clifford"
3582077,"St Ann's RC Primary School",409,"M32 8SH",379757,394875,"E08000009","Trafford","E05000836","Stretford"
3583005,"St Matthew's CofE Primary School",210,"M32 9AN",379206,393851,"E08000009","Trafford","E05000836","Stretford"
